id,gebv,pop,year,stage,bv,gv
787921,44.7541557970107,c,59,5,38.6297722352138,662.309172881677
788306,51.6296354571743,c,59,5,50.2035135385659,633.730808461398
788770,42.6158158702053,c,59,5,15.9144786296462,627.743251071052
789066,45.3088852238221,c,59,5,48.3199881289277,667.336712241947
790097,36.6727001622409,c,59,5,25.5250042003826,642.994048659536
790139,54.6542993499417,c,59,5,44.6119316116585,661.841151926079
790453,36.7115749810658,c,59,5,25.1755391137036,643.52597819527
791145,42.4079057397024,c,59,5,55.4349124271147,689.182354182372
791157,40.1799405770511,c,59,5,17.9914854772225,652.825923282261
791209,44.9239725012903,c,59,5,1.04167197204318,618.624244681786
791999,48.7395171092293,c,59,5,2.15639334621836,615.073640912113
792024,26.9397952029002,c,60,4,37.3695984778407,665.695322543958
792026,33.700421993141,c,60,4,1.54630248930046,612.519431351158
792458,36.0916176865065,c,60,4,59.5170045231027,657.113543618942
792461,34.8756712408246,c,60,4,39.9928726976178,653.734851221222
792954,31.4379380851753,c,60,4,25.5675575030223,621.453665222643
793024,39.5634536284631,c,60,4,43.2286489475721,661.399106193297
793165,36.4037008144508,c,60,4,21.6614813765687,653.079518060472
793440,34.5103139826629,c,60,4,43.622717126229,648.57681537393
794234,36.1969705046548,c,60,4,29.7806022264843,639.452807233253
794267,43.6325494701887,c,60,4,32.2129451471965,656.443358657487
794288,39.9598809360701,c,60,4,26.4414472628267,642.350373861818
794695,40.7421055895275,c,60,4,43.6411945779392,627.736548557047
794872,36.3886903856485,c,60,4,35.8254598692724,663.076392702314
794939,32.0428579621237,c,60,4,43.082485703798,673.761008511822
794941,37.6455540429623,c,60,4,44.1982590764398,649.785339977295
795623,33.653757866249,c,60,4,-12.2641364975674,608.157405066861
795909,50.1221775941989,c,60,4,56.4377465625997,673.449954155764
795917,49.5339120711971,c,60,4,67.3857925888215,678.675711693037
795921,33.4909268813465,c,60,4,14.9074342295269,623.424748007014
795930,33.5060460428114,c,60,4,46.9012715075083,665.502475447017
796102,52.936485059378,c,60,4,37.9935249778981,652.677501433706
796103,38.5262918822983,c,60,4,20.1230173668092,634.939480442481
796364,49.8222747295486,c,60,4,82.3613129902573,690.651384218224
796366,40.2324204881696,c,60,4,64.2954896803783,681.433909711976
796367,38.7669960501996,c,60,4,64.5656855012601,667.610862075215
796740,27.8038272518439,c,60,4,-10.611116618784,617.494319334971
796950,34.5536995998643,c,60,4,5.03282857705839,616.643336553821
797310,39.4086299389409,c,60,4,42.1384223142279,671.502977230134
797353,39.5861476999215,c,60,4,43.7224279427563,647.295067602918
797590,33.399371318862,c,60,4,52.8234411876397,654.867996731065
797628,49.217755809058,c,60,4,40.6773756809052,673.749322776142
797646,33.9781343361436,c,60,4,49.8806125882028,651.406053212638
797660,36.0097036996995,c,60,4,38.101057338377,663.235565830265
797695,30.0551924346302,c,60,4,48.466822181039,642.800984717425
797744,31.9096984659373,c,60,4,19.0401850965951,619.515579863402
798277,46.9599529700384,c,60,4,42.8629456717692,667.953737123835
798290,35.7138547213197,c,60,4,26.670443890447,643.982760155382
798334,50.3474892644193,c,60,4,53.1001817259833,657.610378147346
798362,37.0590694304968,c,60,4,46.0955041949656,666.687016919392
798585,35.6246345190743,c,60,4,0.716291247724379,612.921497308256
798597,38.1930194051583,c,60,4,20.0176690027166,648.636399174233
798609,27.293488856629,c,60,4,36.0548098341467,623.152856530615
798860,44.938627294412,c,60,4,37.7016077218318,640.54003303347
798946,31.9492241795672,c,60,4,45.8382806520129,671.419152163158
799104,44.9596471668179,c,60,4,30.4853904109732,637.343646007213
799370,29.21552323139,c,60,4,15.0078170055873,640.053829000922
799612,36.695159572373,c,60,4,44.4299557893018,647.415577535551
799653,36.2368284407328,c,60,4,43.8548397121276,647.983208912053
799657,39.4575806315031,c,60,4,27.9630775127396,650.981643809217
799775,34.534019836775,c,60,4,47.0966084350751,666.023898729508
799849,42.3751339261562,c,60,4,27.6046121617764,624.24778156129
799882,37.3031299722669,c,60,4,21.7113168843891,621.82754946083
799933,28.8485102106392,c,60,4,33.2468967651153,651.388104879562
800010,31.0256076621821,c,60,4,37.1082855690936,654.336013264841
800169,57.5263080886272,c,60,4,74.1298146430377,701.113978320718
800299,21.071264305569,c,60,4,39.2113342726228,634.096809790885
800406,27.8076735424734,c,60,4,32.2732921537189,637.963740949323
800483,32.8283310661041,c,60,4,43.6008939473222,662.899924012777
800494,51.9567771017,c,60,4,42.0711782120044,667.411159895969
800497,37.1387363828679,c,60,4,47.4864349399216,672.434242312638
800499,32.311797478404,c,60,4,36.3345906567633,636.172449587055
800655,49.2438910337021,c,60,4,6.75934809741194,620.357061950479
800757,43.7721288162702,c,60,4,19.9063552742464,647.713610648476
801059,39.7977037063966,c,60,4,7.2471750885641,629.481279027972
801540,36.1319724153299,c,60,4,32.4990885027511,624.472329060138
801585,34.3971175448299,c,60,4,29.9967450769602,646.980218567827
801826,36.9500402659649,c,60,4,98.3287250044531,714.501404084956
801828,39.7234130482485,c,60,4,68.5622102367322,688.939526125815
802030,40.9710220224023,c,60,4,-3.11705634591756,611.587500742558
802054,42.0115227579296,c,60,4,43.0034084024826,643.400400142483
802202,36.5870176526446,c,60,4,5.17465439734157,635.065696413919
802338,32.5560942110148,c,60,4,47.1134138750004,632.640938960059
803358,37.1253394106462,c,60,4,38.4468976760577,641.324846938047
803494,40.5746964909045,c,60,4,38.7918875589344,656.771063756697
803660,54.8995919386392,c,60,4,47.4267712343138,659.439666449441
803669,32.6016250175521,c,60,4,48.3793165346775,637.525297533799
803878,38.5850358099078,c,60,4,5.57685818185571,629.465574445103
803894,28.721414836794,c,60,4,-4.91539894217576,607.205653956472
803922,35.4766316079982,c,60,4,70.2417301841505,702.348876844669
803923,42.4215783453428,c,60,4,37.0110479315922,640.704990147485
768566,74.0681717539848,c,58,6,52.6472728133481,680.455741408284
769082,53.5653573702931,c,58,6,69.6521806556362,677.281338669337
769084,46.2955776278515,c,58,6,51.7670788327654,652.579026364323
769645,36.146569288869,c,58,6,28.1511484568144,660.043996076039
769918,62.2958639908605,c,58,6,63.2889516463881,692.258161966654
770032,58.5104380404447,c,58,6,65.6663199710999,698.916547780967
770393,59.3639576372383,c,58,6,32.3355789555898,668.406796241012
770685,40.5440497021962,c,58,6,14.365592382294,630.838803442121
773539,52.0593257155817,c,58,6,9.3015615709692,626.180905757999
774065,29.4276321243313,c,58,6,51.8315992228798,657.143692651256
774218,63.7259646223041,c,58,6,31.4228828735284,643.74893065855
776054,68.7206527706512,c,58,6,76.2174698880929,707.771994033895
